,content,labels
13866,我好像喜欢上你了怎么办,3
13867,关于你从未想过忘记虽然到最后也没有故事希望重读的你一切安好能去自己想去的地方干自己喜欢的事张灏荃我真的好想你,5
13868,民谣的两个主题,1
13869,一点都喜欢不起来可能是因为里面有他们的过去,3
13870,喜欢你的他唱的成都也甚是好听,6
13871,事在人为人活一辈子我最怕对不起自己的本心,1
13872,你还有很多时间可以玩但是要收心别贪玩我高一高二玩过来一直到高三第一学习心都收不回来现在才醒悟真的很后悔希望你别让自己后悔也希望你能考上理想的大学来自快要高考的高三学长的劝戒,1
13873,再有三个月大学毕业我要跟我的女朋友去一趟成都去感受那个阴雨的小城绝不留下遗憾,2
13874,你也是要找工作吗,1
13875,很多故事都很美好美好的故事都经不起后来,9
13876,谢谢谢谢您,1
13877,成都的歌声里有着对故乡发生的点滴回忆丝丝入怀,4
13878,她不会记得我去年对她说的在这座阴雨的小城里我从没忘记你她也永远不会知道我曾多么爱过她,1
13879,同是天涯沦落人坐标北京,1
13880,我女朋友大我五岁年龄永远不是爱情的绊脚石,1
13881,谢谢咯,1
13882,感人的是每个人背后的故事,9
13883,生日快乐,1
13884,今天十八岁生日聚会很开心兄弟不多但各个都可以交心一张无法长大的专辑十分惊喜愿我们今年六月可以梦想成真,1
13885,加油加油加油,9
13886,回家路上出租车司机唱了一路,1
13887,今天走在大街上听到人们议论宣和四道街有位老人身患绝症又被家人抛弃绝症老人孤苦无依听的我内心澎湃不已我已拿出身上全部积蓄在众人期待的目光中叫来了城管众人不解在见到老人的那一刻我知道那一定是骗子一定是因为他长得太像我当年硕士生导师,1
13888,听这歌听到突然想哭是什么情况,1
13889,可惜了,1
13890,无聊买了一袋恰恰香瓜子我一个人嗑完了一共颗颗是空的混进来颗带虫的有颗没炒开是连在一起的还有个是苦的中间喝了杯水没错这就是孤独刚刚这段话一共个字个标点符号其中横划竖划撇划捺划其他划,1
13891,在成都遇见了他我们一起走过很多条成都的大街小巷为了吃了成都的老火锅排一下午的队在我的公司楼下捧着花说爱我在跳楼机下降的时候说爱我在给我讲故事的时候说爱我在分手的时候说爱我我说喜欢成都他带我去小酒馆他看着我在小酒馆里笑着哭可惜他比我小了三岁然后,10
13892,前任是成都的刚分手的时候这两个字不敢看听到也会心痛失恋真是挺难过的为什么自己拼了命爱的人让自己最难过过去的我因为很爱很爱他把他过于理想化即便他对我不好我也不介意可能真的只有岁才会这个样子爱别人了后来才释怀他并不值得我喜欢我也有勇气听这首歌了,6
13893,雷子每次来听都会感觉好放松一个感觉很舒服谢谢你,1
13894,祝福,9
13895,赶了三天车终于到北京一个人坐在电脑前为还没有着落的工作发愁,1
13896,五年的北漂生涯就要结束了父母下了最后通牒下周必须回去到了谈婚论嫁的年龄应该去做好准备成家了张狂的追梦誓言仿佛就像昨天说的一样好不甘心啊但是生活的束缚也该去面对了啊我会保留平凡身体里那颗不平凡的心拜了北京带不走的只有你,1
13897,加班点多然后我也看了刚看完雷子越来越好了总觉得他下一步要找个姑娘了,1
13898,哈哈我们的杀死那个石家庄人也是很棒的,1
13899,听说很出名我来听听,1
13900,谁说这首歌最多了晴天第一告白气球也比成都评论多但是有关系吗听周杰伦的歌那是我们的少年时代现在独宠雷舅舅,4
13901,小白你睡了吗不是同一个世界的人真的不知道怎么去感动你祝你学业顺利,1
13902,夜拉长了夜你曾经的你,1
13903,越听回忆越多多少的共鸣不止在成都爱情在哪歌在那,4
13904,烂大街,1
13905,我想去成都那里有一个我想遇见的人,2
13906,想念成都,2
13907,你唱得那样好听,9
13908,因为是你推荐的所以我也喜欢,3
13909,这年月我和他在成都街头走了三天然后我回到我的城市他说了不要联系,4
13910,我不知道我喜不喜欢他,1
13911,谢谢,1
13912,我今晚也看了有很多感触现在不仅仅是喜欢他的音乐了也喜欢他这个人喜欢他的洒脱他对音乐的热爱特别是那句有些人应该唱歌有些人必须唱歌希望他可以继续边走边唱,5
13913,老子第一次当众给喜欢的妹子唱南方姑娘,5
13914,我不会再见你了愿你愿我越来越好,1
13915,四年成都白待了,2
13916,大学喜欢了她三年她昨晚跟我说工作签成都了两个人不说但都明白彼此在乎彼此为了你开始去了解一座城等你毕业了我会去找你的等我毕业了我会和你永远在一起,6
13917,我后桌几个月前特别爱成都这首歌我那时不理解知道最近成都真的火的不得了最近我们班都在听上天从来不会亏待认真生活的人,8
13918,加油,9
13919,为什么怕啊在一起也没什么不好啊,1
13920,还有八十八天就要高考了目前的成绩只够普通的一本离川大还有很大差距但我不会放弃我拼了命也要去那个让我魂牵梦萦的地方最开始是版给我种下了成都的种子我要用剩下的时间让这棵苗能长成参天大树赵雷今年毕业我要去玉林路要去小酒馆等着我去你的现场,7
13921,哈哈我是从电听到估计发完评论就要自动关机了,9
13922,其实真正写成都的一首歌是老子今天不上班,1
13923,没去过,1
13924,听完歌不是对爱情的向往而是真的有洗涤心灵的感觉,1
13925,加一下吧我发给你,1
13926,这几天每天睡前听一听听完在这个评论因为我知道你在找我的评论今晚你找到了和我在成都的街头走一走,7
13927,听了无数次你最喜欢的成都却还是不能和你在成都的街头走一走,10
13928,因为少年锦时认识你因为成都更喜欢你,0
13929,祝福你们,9
13930,我想和你一起去成都,2
13931,借酒消愁愁更愁,1
13932,网易云音乐上线了版本韩国榜单消失了网易云我爱你,1
13933,牛逼,1
13934,以为自己不喜欢了可是为什么听到你唱这歌还是有悸动,5
13935,我会挽着你的衣袖你会把手揣进裤兜廖天华,1
13936,祝福,9
13937,想去成都的街头走一走,4
13938,大冰曾经说过赵雷不红天理难容现在终于实现了,1
13939,刚刚听完平度过来报个到,1
13940,和男朋友一个南一个北听这首歌很有感触我们也是在九月分别好想你啊,1
13941,在这,1
13942,没那两分钟的尖叫感觉少了点什么,1
13943,从点听到现在,1
13944,优美的旋律使得爱游戏的我难能可贵的想安静的写会儿作业,1
13945,嗯嗯替你感到好高兴,1
13946,老粉丝,1
13947,分开第八个月可是听到这歌我又想你了,1
13948,谁能写一个大连,1
13949,不是非常是一座你来了就不想走的城市去看张艺谋当时拍的成都宣传片吧,4
13950,你会挽着我的衣袖我会把手揣进裤头走到玉林路的尽头一起嘿咻,1
13951,事实上这首歌的作者并不是在写成都这座城市而是写作者在成都的经历和感受成都特有的文艺气质与作者深沉的情感相结合诞生了这首民谣,4
13952,带上爱人在成都的小酒馆总有一天终会回去愿努力会带来好运吧,2
13953,济南济南,1
13954,哥们必须给你个赞老妖怪,1
13955,来去梅州卖豆腐,1
13956,这小说写得不错,1
13957,是的呢是的呢,1
13958,今晚寝室聚餐第一次感觉到一个人的孤独怪我是只单身狗,1
13959,余路还要有多久我们会彼此牵着手在这座安逸的小城的我不会忘记你承德我们一起走过一起相识相恋现在远在千里之外到我们终究还会回到那里回到我们最初的风景我叫许平安她叫尹红我爱她,1
13960,我在纠结考什么专业想了好多还是先学好高数和英语吧能加个好友么想问问,1
13961,很向往这里同时也很想忘记过去,1
13962,怀念,1
13963,每次听这歌儿都莫名想哭年了我依旧什么都没有感情金钱一样都没有人生不容易生活太艰难既然不能去死剩下的也只有慢慢生活,1
13964,一首歌里不同的故事,9
13965,我是个被伤害过的女孩在那过后开始不期待爱情一个人一直生活得很累当身边的朋友劝我不要一个人默默承受一切的时候我才明白即使再坚强我还是需要人心疼,1
13966,温州皮革厂,1
13967,加油,9
13968,从未想过一首男人唱的民谣能炸出老夫的少女心,1
13969,激起了对成都的欲望,2
13970,第一次听或许是因为时自己太浮躁没觉得有多好这是第二次听朋友推荐的真心好听,1
13971,难道只有我想在分秒的地方接那就不要留时光一过不再有吗,1
13972,每个人在人生的旅途上都有落魄的时候这时候只要努力咬紧牙关挺过这段日子就好了,1
13973,我是华语摇滚教父遥哥华语乐坛如今已经到了最危险的关头商业侵蚀创意匮乏我们迫切需要一股来自自由与真实的力量推动乐坛的发展这股力量就是摇滚乐而我华语摇滚教父遥哥正是这股伟大力量的暴风之眼来紧随我的步伐一起纠正乐坛不正之风用我们坚定的意志开创乐坛伟大新时代,1
13974,几个月过去了成都也突然大火了还记得当时出了近两个月评论一直破不了七万今天看了看评论还以为找到了假的成都吓我一蹦哒,4
13975,何以解忧唯有雷舅舅加班想你啊雷舅舅,1
13976,你还小一定要注意安全越繁华的城市越是危险重重,1
13977,谢谢你让我觉得很温暖,1
13978,可能跟你真的不可能愿你一切安好学业顺利相濡以沫不如相忘于江湖,1
13979,这世界上就没有妄想能够成真,1
13980,成电等我,1
13981,成都旅游,1
13982,老是听成深秋男女的垂柳,1
13983,在我心中是最美不需要证明,1
13984,喜欢你我不后悔我还会一直喜欢下去无论你怎么样的天真完全不知道我的心思也罢我就是要对你好,3
13985,暖心了哥们,1
13986,祝福你们再次抓紧她的手永远不要放开了,9
13987,大琳我想你了,1
13988,家不在成都却在听这首歌的时候想起了家,2
13989,并不是因为希望才去坚持而且坚持以后才有希望加油生活会好起来的,1
13990,我都信以为真的看的,1
13991,从没有正式版就开始听各种版本如今不管在哪里听到成都心都会瞬间加速就像看到了心上人激动可以跳起来那种我就是这么有眼光少说话多喝酒爱赵雷到永久,4
13992,讲道理不懂这歌说了些什么就因为我没去过成都,2
13993,玉林不止一条路更是一座小城我的家,1
13994,听说网易云能找到知己连云港海州区求个玩伴打篮球行的说真的到一个陌生城市工作真的好孤单,1
13995,网易云音乐里写的都是段子看看乐乐就好了何必在意真假,1
13996,说得真好,1
13997,原谅吃不了辣的我不能去成都陪你大学四年,2
13998,你过得还好吗直到现在我都一直相信你也会喜欢这首歌自信来源于对你的了解可你我已分开多年,3
13999,嗯,1
14000,感觉不太真实,1
14001,必须的必,1
14002,不同的城陌生的人讲述着自己和歌的故事用各自的方式激励着陌生的那头网易真的是个好东西你应该有,9
14003,怎么证明,1
14004,加油啊你一定会实现自己的小梦想哒会有一个对的人她在不远的地方等待着你,9
14005,真的假的,1
14006,好了不说了天谢谢你的歌谢谢你,1
14007,月号到月号单曲循环了一个月的歌写了整整一个月的毕业论文陪我度过无数个枯燥乏味的日子熬过许多焦头烂额的疲累此刻又听好像已经不只是一首歌了有好多种味道像桃花酒像熟悉的老朋友,1
14008,今天是年月号我已岁一事无成拿着元的工资没有车子没有房子养着孩子干着想离职的工作信用卡里只有块余额现在是晚上点分一个人在睡觉前迷茫地打开手机写下这条评论我不知道明天醒来会怎样我只知道压力压得我喘不过气我会坚持到明天因为我今晚的大乐透中头奖,9
14009,你是真的但又有很多假的一路听来感觉有些却更像是在漂浮多了就会有种烂大街的感觉,1
14010,最后小孩子的好,1
14011,我听着歌点上一根烟看着屋外的雨滴从天上掉落在地上却看的那么入迷今年了都说三十而立而我却还一事无成我把工作辞了买了一辆二手三轮车焊了一个架子开始我的摆摊生涯好多人不看好我给我一个赞好吗让我知道陌生的你用特别的方式支持我,1
14012,今天看了你的新闻当事人我想到到好多里面有句话你说民谣本来就是很小众化的我想我还是喜欢民谣属于我自己一个人的那种感觉吧我希望你们过上你们所想的所奋斗的生活但我又不希望你们和陪伴我的那些民谣们一夜爆红,5
14013,画,1
14014,对今年也算才大二吧,1
14015,距高考还有天,1
14016,和我在成都街头走一走直到所有灯熄灭了也不停留,4
14017,你是大学生,1
14018,加油,9
14019,已经进复试了谢谢,1
14020,已经进复试了谢谢你,1
14021,老姐在成都读大学很想去成都看看,2
14022,祝福,9
14023,啦,1
14024,我班上有个叫陈嘉怡的,1
14025,已经进复试了,1
14026,同高三党加油,9
14027,加油我要去成都,4
14028,距离高考还有天嗯我要很努力去成都,2
14029,很有感觉,1
14030,走过一些城市后早已没有当初懵懂少年那奋不顾身想去旅行的心了但听到这首歌后突然很想和心爱的人在成都的街上走走陪你坐在镇上你弹吉他我轻轻唱,7
14031,有人说这歌的评论是最多的呵呵去看看周杰伦的晴天一百多万这万零头都不够,9
14032,成都举爪,2
14033,现在在上海听了这首歌感受到了成都的魅力身在异乡漂泊听着成都总感觉心里有一丝的落寞可能是太孤单了吧,8
14034,燕池的人海,1
14035,厉害,1
14036,下午吃饭的时候一个陌生号码发来短信写着我结婚了我只当恶作剧回复了一个份子钱已经发过去了没想到你回复了谢谢当时就觉得这人有意思便问了句你是谁结果你发了很多我曾经发给他的图片原来是你真抱歉删了你号码你说昨晚喝酒了听了一宿的成都满脑子都是我做的蛋炒饭头脑混乱,4
14037,不了那圪瘩冷哈哈,1
14038,画,1
14039,我现在也高三了,1
14040,我一直都觉得赵雷挺红的大概是我听歌的圈子的缘故,1
14041,人啊总是这样喜欢的人得不到在一起的怀疑失去的怀念怀念的想相见相见的恨晚终其一生满是遗憾,3
14042,兄弟就你这心态以后不幸福都难,1
14043,在成都听这首歌感觉还真是不一样呢,4
14044,成都是一个很温柔的地方,4
14045,中国好歌曲还有谁记得刘欢说她的词是他在好歌曲里见过就好的忘了那首歌叫啥了歌词好像是我没有擦去争执的橡皮只有一只铅笔,1
14046,用心做音乐的人,1
14047,嗯嗯,1
14048,是啊我们还是被时间打败了你曾经也那样依赖我了后来你说走就走我知道我让你失望了愿你安好我也是你的世界没有我了要照顾好你自己再见啦,1
14049,网易云音乐版本真的赞,1
14050,听了又何妨向往的那座城就是天堂,1
14051,嗯嗯谢谢你我得睡了晚安,1
14052,这会儿放晚自习,1
14053,评论好多哦,9
14054,一时间想到锦里初三只有一百天了,1
14055,在那个什么都不懂的年纪因为别人的一句好就义无反顾地去了成都虽然相识只有四年却仿佛相知了一辈子在和朋友聊起成都时总是心生一种家乡般的骄傲大概是因为这四年这座城有他有我最轻松美好的回忆吧想你们想他想成都,8
14056,加油给自己拼一个未来,9
14057,我去听听加油,9
14058,很喜欢成都这座城这首曲子,0
14059,真正打动人的歌无意间听到心里一下起了涟漪呼吸都不觉变轻眼泪已经掉下来,1
14060,连个像成都这样可以想一想的地方都没有真可悲,4
14061,我有所念人隔在远远乡,1
14062,小雷子是北京人,1
14063,是不是没有什么是值不值得,1
14064,日推第一一听才知道它火了很久了后知后觉啊,1
14065,很喜欢,3
14066,当年我爱过的你们都已经大红大紫我就知道了过去已经回不去了,1
14067,第二了,1
14068,和我在东北的街头里走一走,1
14069,第一次听的时候是在网易云的每日推荐里当时觉得不好听现在越来越喜欢,5
14070,爱要大声说出来不怂,1
14071,厉害了万,1
14072,听到这首歌给我的感觉不是成都是重庆我爱的他啊在重庆但是他走出了山城成了山城的小骄傲啊,7
14073,几年了,1
14074,想你给我放这首歌的时候它还没火歌手之后各种改编的这首你得意的说自己品味还行吧你越发爱耍帅手插裤兜得我挽着你这首歌给我的是莫名的遗憾你不知道我更爱和你牵着手走啊走所有的灯都熄灭了也不停留昨晚我放手了你还没愿意挽过我的衣袖呢这么傲娇我该拿你怎么办呢,1
14075,想了好久好久辗转反侧好久好久不久的时间就要毕业了看着网络上不断出现各个高校的成都版终于决定好了在毕业将近的时间填好词也只有为我的通师做这一点点事我永远永远都记得在通师的这些年永远永远的用心爱着你,2
14076,反正不会有人看见聂杉嫁给我吧,1
14077,为成都很好的打了广告成都旅游局长应该要非常感谢你不过这首歌确实很好听喜欢,10
14078,这首歌几年后才火,1
14079,成都在哪,2
14080,天天工作路过玉林西路路过小酒馆天天一大堆人在小酒馆门口拍照我就想说一句有啥看头,1
14081,万青也不错,1
14082,希望大家帮我顶上去让他看到谢谢,1
14083,幸福,1
14084,赵雷不红天理难容,1
14085,为你点赞时间证明是值得的,1
14086,那我可以说我要奔二了吗,1
14087,年赵雷从拉萨到成都在成都辗转几个酒吧唱歌期间得到小酒馆酒吧老板唐蕾很多帮助那时算赵雷事业低潮期去年赵雷回成都开演唱会还请人找到唐蕾送她门票在台上一遍遍的喊唐姐你在吗一直没有人回应其实唐蕾去了现场只是在那样的场合她怕了,4
14088,嗯,1
14089,哈哈我今年,1
14090,不用谢一起努力吧,1
14091,就算所有的灯都熄灭了也不停留考试时突然想起了这句话,1
14092,嗨,1
14093,孩子都能跑了,1
14094,说起来成都我大概是想起新闻里抓嫖娼的成都如果我这么说会不会被打记忆真的是很珍贵的东西爱是最厉害的魔法不受时光的制约,2
14095,民谣是最安静的角落,1
14096,她叫傅雪我希望她能看到,1
14097,成都成都,2
14098,谢谢你,1
14099,你受的苦终将照亮你的路,1
14100,为成都梦加油,4
14101,奔三了心里生出许多困惑,1
14102,这狗粮我吃了,1
14103,成都没有玉林路只有玉林西路,2
14104,那你跟棒,1
14105,同是高三狗同有成都梦,2
14106,高考志愿去成都,2
14107,太好听了,9
14108,走到玉林路的尽头坐在小酒馆的门口那就不要留时光一过不再有,1
14109,我在成都新都我在工地上干活的嘿嘿今天我在楼的阳台望着这座城市听着这首歌我知道这城市没有属于我牵的手毕竟一天穿着脏兮兮的谁喜欢嘛日子总会越来越好对吗只要努力就会越来越好的是吗我就可以回家娶媳妇盖房子养孩子我啦哈哈晚安啦,6
14110,正走在玉林路街头探去那个小酒馆坐一坐吧,1
14111,最后一句能不能删了,1
14112,成都有成都广东有东莞,2
14113,这小女孩是他女儿吗,1
14114,教师资格证吗加油,9
14115,我也想有那么一个人我们一起牵着手来一次说走就走的成都之旅,2
14116,今天考试考第一科前听到这首歌去考第二科的路上又听到了不过两遍这首歌就深深刻在脑子里希望它能给我带来好运,1
14117,成都这是我听了感触最深的一首歌感谢赵雷谢谢我会一直支持你的,7
14118,一个字画,1
14119,今夜我不关心人类只想你,1
14120,想知道网易评论最多的首歌是哪些么来我歌单看看吧,9
14121,大概所有的民谣都是情怀,1
14122,没去过成都却见过离愁,2
14123,真的不错,1
14124,赵雷和老妖都火了我最喜欢的民谣歌手和古风歌手陈粒也火了河图也火了就等贰婶和燕池了,5
14125,祝福你老乡,9
14126,作为一个四川人心里好酸,1
14127,好所,1
14128,这个周五辞了职趁周末单独出来放肆发泄一把去了天津在街角的一位卖唱小哥唱了成都当即给我追了一年多了的她打电话只是想让她知道我想她了周末的海河沿岸属于情侣虐死,2
14129,这个寒假我去了四川我突然发现在我的脑海中在阴雨绵绵的小巷子里远处有个男孩但是我却没有看清楚他的脸很想和你走一走夜市,1
14130,哈哈刚知道了,1
14131,喜欢了一个不该喜欢的人,3
14132,走起,1
14133,如果可以想写一首腾冲那是我们第一次也是唯一一次出游虽然还有很多随从一周时间注意力全在你那里合影吃饭泡温泉甚至坐车时你在哪个位置有没有离我近一点都藏着在意后来的后来你一句,1
14134,你不开心就欺负我好咯反正我那么喜欢你超能陆战队,3
14135,高三了心里生出许多恐惧,1
14136,把雪人重唱一遍吧,1
14137,弟子问老师,1
14138,好专一阿,1
14139,新闻发布会失败了一个人在自己的小房间独自迷茫,1
14140,希望成都要我,4
14141,自从高中遇上你一直到现在读研一只要有女孩扎马尾穿紫色的衣服我都会忍不住激动不已遇上你太早导致我还不知道如何爱一个人就失去了你现在你结婚了吗我一直没再找女朋友不是我不想而是我当初爱你太用力再也没有余力去开始一段新恋情了,1
14142,听着这歌想去成都,2
14143,为什么第二了,1
14144,祝你们也开心幸福,1
14145,不容易啊第一次给我推荐中文歌,1
14146,大三了心里生出许多迷茫,1
14147,刚一个人跑完步走在操场上天很黑没有月亮也没有星星不远处灯火闪烁人群欢闹然后听到这首歌很想他我们相聚一千多千米一别必是半年想和他在街头走一走从清晨走到夜幕从青丝走到白头,1
14148,四川大学,1
14149,好听好听好听好听,9
14150,才那你还是太嫩了点怎么讲比你多活了几年,1
14151,烂大街了也是一首好歌,1
14152,不小心看到了杰伦的晴天希望成都继续加油,7
14153,是哦为什么,1
14154,这首歌听着很一般,1
14155,谢谢你,1
14156,年我就输在你这,1
14157,可以去搜一下周杰伦的晴天,1
14158,祝福,9
14159,舍友前两天在哼这首歌今天网易云就日推了现在我也中了民谣的毒,1
14160,我去时还没有天府广场站我走时还没有宽窄巷子站,1
14161,把手揣进裤头,1
14162,去小酒馆参加刘昊霖的小会,1
14163,去搜晴天,1
14164,我叫,1
14165,同,1
14166,记得我小学开学的时候学校里面长满了草老师通知,1
14167,加油,9
14168,你喜欢的成都第一次听是你告诉我的你说有机会一起去你是我一直想成为的那个人我知道你在哪却不能去找你不愿打扰喜欢你祝福你,6
14169,太想去成都了吧,2
14170,你就是我心中最纯粹的人生赢家,1
14171,我也这样不知自己还有什么值得努力追求的每天很机械的活着表面快乐内心却很纠结有时候还自作聪明的劝慰别人想想自己也是傻,1
14172,下一站四川,1
14173,喜欢,3
14174,最近几天莫名就循环播放这首成都,2
14175,为什么听着掉眼泪啊成都我们总是在九月分别在这阴雨小城里我也一直在想你想家,2
14176,越听越好听,9
14177,加油有梦就要坚持,9
14178,我会挽着你的衣袖你会把手揣进裤兜,1
14179,一起努力,1
14180,加油,9
14181,看了一段他的采访就抱着一丝兴趣听听看有一个同学很喜欢他以前没多大感触现在,3
14182,刚刚听到这首坐号线过宽窄巷子地铁上网卡,1
14183,山城重庆云南大理这些美到有故事的地方都只想和你去,1
14184,刚刚听到这首坐号线过宽窄巷子,1
14185,如果我去了成都会遇到你吗若是我选放弃一切带着梦带着行囊一路向南,2
14186,雷子第八名我挺难过的我很喜欢他真的很期待他在舞台上有更多表现雷子加油你还有很多舞台无论你在哪唱歌只有你还继续唱我一定继续听,5
14187,有人说网易音乐评论的背后总会有一个故事我喜欢一个姑娘她叫梦雅可我们分手了可以帮我顶上去吗希望有一天她用网易听这首歌的时候可以看到我是真的喜欢她如果有一天你在外面玩累了困了乏了想回家了一定要记得回来找我我一直都在从未离开谢谢大家,5
14188,一起努力吧,1
14189,听这首歌总想接突然的自我,1
14190,成都的姑娘有多美,2
14191,亲吻着我额头,1
14192,人行通道有个白化病的人在唱这首歌,1
14193,啊啊啊啊我要考川大我要去成都成都可是有着我理想的城市啊,8
14194,老给记成我会把你揣进裤兜,1
14195,祝赵雷早日找到新欢,1
14196,你会挽着我的衣袖我会把手揣进肚兜,1
14197,我想去成都看看真的听了这首歌刘去想看看,2
14198,扎心了老铁,1
14199,突然就推荐了,1
14200,活动仅限一天优惠活动公司五周年感恩回馈买一送一全款送同款全年最低价全场苹果三星国产手机全款买一送一注,1
14201,活动仅限一天优惠活动公司五周年感恩回馈买一送一全款送同款全年最低价全场苹果三星国产手机全款买一送一注,1
14202,专辑图片好像庞麦郎,1
14203,还有我的音乐老师翻唱改版了这首歌在我们的小县城也好火朋友圈刷屏,1
14204,等你有能力保护自己的时候再去外地面基,1
14205,钢琴谱的话这么快左手的音听起来会像神经病一样,1
14206,歌美旋律美意境也很美,1
14207,活动仅限一天优惠活动公司五周年感恩回馈买一送一全款送同款全年最低价全场苹果三星国产手机全款买一送一注,1
14208,听了四年的南方姑娘你终于红了在车里听南方姑娘中午有人知道是赵雷的歌了真的很开心加油,1
14209,也没什么就是他跟我说他有女朋友突然特别难过,1
14210,有太多的感触,1
14211,成都真的有这首歌好,2
14212,单曲循环好几天了,1
14213,我的音乐里的第二首中文歌真的用心做音乐的人值得歌颂,1
14214,那是成都第一版本还有一个女生在曲奏间说赵雷我爱你赵雷说我爱成都跟你一样有一个成都梦如果还想听那一版成都我还有,8
14215,听着咋感觉很难受呢唉,1
14216,哎呀同岳麓区,1
14217,听起来成都是个慵懒的城市哈哈哈,4
14218,莫名的喜欢带着沧桑嗓音莫名的向往着民谣里的故事莫名的喜欢民谣里的姑娘我也有着些许故事却无法用言语诉说听着民谣的时候回忆汹涌而至民谣啊你到底爱上过多少姑娘,5
14219,加油作为高二学妹为你加油,9
14220,走到麓云路的尽头走到梅溪湖的沙滩,1
14221,五年的女朋友一周前还在向往未来的生活天前因为一次相亲她变心了,1
14222,其实我们每一个人的心中都有一个忘不掉的人你会在无聊的时候想想走在夜晚大街上的时候想想听着歌的时候想想后来你渐渐的明白这个人不管在不在你的身边都不会改变你的生活你依然会吃会睡会玩你也要谈朋友这个时候你就会明白,1
14223,在外地听到这首歌总让我想到自己的家乡,1
14224,你这条评论好有心,9
14225,我会挽着你的衣袖你会把手揣进裤兜走到玉林路的尽头走到小酒馆的门口四月份我一定要去一次成都替我们去一次,4
14226,成都有个梦,2
14227,听说成都的玫瑰一朵了不知道真假,2
14228,血赚,1
14229,今天等红绿灯一妹子旁若无人的大声唱着和我在成都的街头走一走哦我哦我脑子顿时闪出傻逼绿灯了骑着我的电驴回家路上我哼了一路,4
14230,我想回成都,2
14231,后来她女儿哭着对我说改姓是不可能改姓了这辈子不可能改姓了只能让你啪一啪维持一下邻居之间的感情了,1
14232,听着这首歌只觉得想家所以我一般不听可是昨晚合唱团在楼道里唱到了十一点半我想家,1
14233,你会失望的,1
14234,同高中党高考加油,9
14235,后来你跟他女儿怎么样了,1
14236,看到成都我只想到成都七中原谅我是一名高中生,2
14237,祝福,9
14238,成都是个特好的地方有机会我得去看看,4
14239,没觉得好听啊,9
14240,谢谢,1
14241,特好听,9
14242,高考加油成都给我希望,7
14243,嘿年月日晚在玉林西路小酒馆内独自一人喝酒任人来人往你自淡定自若还向我借火的那个帅哥你还记得我吗,1
14244,听过好几个版本的成都有用手机录的有杂音的现场版有钢琴的版本还有二次元的男神的翻唱赵雷你终于火了,4
14245,最后要不然他女儿过来拦我,1
14246,说得真好,1
14247,就服你,1
14248,民谣真是中国流行乐的一股清流,1
14249,这首歌可以下载,1
14250,成都走一走忘了那些愁,2
14251,万青的杀死那个石家庄人,1
14252,加油,9
14253,去看看周杰伦的晴天,1
14254,成都的特色是麻辣普通的辣全国都很普遍很多人喜欢吃辣但受不了麻离家越远越怀恋麻辣的味道,0
14255,级学姐,1
14256,我從未忘記你,1
14257,祝福你们小日子的幸福就是这样像酒又像水流不惧怕岁月的忧愁,9
14258,不讨厌也不喜欢民谣感觉跟风的好多,5
14259,哈哈哈哈原谅我不厚道的笑了,1
14260,还有告白气球,1
14261,民谣是民间歌谣来自生活是最真实的情感和旋律民谣就是听着歌手弹着吉他唱着的各种故事故事里有你也有我有眼前的苟且也有诗和远方,1
14262,啥意思,1
14263,我竟然还没有去过成都一定要去一次,2
14264,谢谢你赵雷,1
14265,我刚来的时候就是但是没有现在这样红遍大街小巷一听就喜欢上了现在这曲红到发紫又被很多喜欢孤独的人排斥但我还是一遍遍来了我想知道那些和我一样不管歌曲红不红喜欢就不放手的人都还在吗,3
14266,淡泊名利,1
14267,还有天高考只有周末能回家睡一晚上天渐渐黑了在回家的途中望着路边听着成都很有感觉希望今年高考可以取得好成绩加油,7
14268,很欣赏这种热爱音乐热爱自己喜欢事物的态度整个人都跟着平静下来了,5
14269,看了新闻当事人又跑来听的很感动,1
14270,看新闻当事人来听的,1
14271,刚看了新闻当事人很有感触,1
14272,这次要抓住幸福啊,1
14273,其实我们每一个人的心中都有一个忘不掉的人你会在无聊的时候想想走在夜晚大街上的时候想想听着歌的时候想想后来你渐渐的明白这个人不管在不在你的身边都不会改变你的生活你依然会吃会睡会玩你也要谈朋友这个时候你就会明白,1
14274,最后孩子的声音绝对是最震撼我的地方,1
14275,成都真是一座阴雨的大城来了二十多天见到阳光的日子屈指可数,2
14276,不是,1
14277,我也是,1
14278,刚刚看了新闻当事人在来听雷子的,1
14279,单曲循环中好想听被改编过的灵台版成都,2
14280,成都有成都重庆为撒子只有小堂客醉,2
14281,看见一对情侣吵架女孩发脾气甩包走了冲出去不远脚步慢下来走几步就回头看那男的也不着急捡起包在后面慢慢走路过一个煎饼摊男的停了下来对着女孩大声喊,1
14282,我在青城山上学还没爬过青城山,1
14283,万多的评论请告诉我这是不一首歌评论数目的极限,9
14284,我在成都上学,2
14285,不容易啊祝幸福,1
14286,届,1
14287,我就是四川的哈哈这只是开玩笑说呢,1
14288,我就被骗过表示作为四川人我仍然不会吃辣其实不是四川人骗你因为我们很多人吃起来的确不觉得辣还有的是怕你觉得不好吃没了特色,1
14289,就算再想你留在我身边我也不会说只是怕又一次受伤,1
14290,成都其实是故乡,2
14291,你被四川人骗过嘛吃嘛不辣,1
14292,最喜欢的三个地方成都德令哈南京,6
14293,是你吗,1
14294,硬生生把一首歌听到排行榜第一厉害了我,1
